Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth,Year,Month,Day
2020-09-04,31.11111111111111,26.11111111111111,28.61111111111111,1.7,0,19,10.921999999999999,0,0.0,2020,9,4
2020-09-05,31.11111111111111,26.11111111111111,28.61111111111111,1.7,0,19,0.0,0,0.0,2020,9,5
2020-09-06,31.11111111111111,26.11111111111111,28.61111111111111,1.7,0,19,3.556,0,0.0,2020,9,6
2020-09-07,31.11111111111111,25.0,28.055555555555557,0.7,0,18,7.365999999999999,0,0.0,2020,9,7
2020-09-08,31.11111111111111,26.11111111111111,28.61111111111111,1.8,0,19,1.778,0,0.0,2020,9,8
2020-09-09,31.11111111111111,25.0,28.055555555555557,0.8,0,18,0.254,0,0.0,2020,9,9
2020-09-10,31.11111111111111,26.11111111111111,28.61111111111111,1.8,0,19,0.0,0,0.0,2020,9,10
2020-09-11,32.22222222222222,26.11111111111111,29.166666666666668,2.8,0,20,5.842,0,0.0,2020,9,11
2020-09-12,31.11111111111111,26.11111111111111,28.61111111111111,1.8,0,19,4.064,0,0.0,2020,9,12
2020-09-13,31.11111111111111,26.11111111111111,28.88888888888889,2.3,0,19,2.032,0,0.0,2020,9,13
2020-09-14,31.11111111111111,23.88888888888889,27.5,-0.2,0,17,22.86,0,0.0,2020,9,14
2020-09-15,32.22222222222222,24.444444444444443,28.333333333333332,1.3,0,18,1.016,0,0.0,2020,9,15
2020-09-16,27.22222222222222,23.88888888888889,25.555555555555557,-3.7,0,13,37.592,0,0.0,2020,9,16
2020-09-17,30.0,23.88888888888889,26.944444444444443,-1.2,0,16,36.068,0,0.0,2020,9,17
2020-09-18,31.11111111111111,27.22222222222222,29.166666666666668,2.8,0,20,5.334,0,0.0,2020,9,18
2020-09-19,31.11111111111111,25.0,28.055555555555557,0.8,0,18,1.5239999999999998,0,0.0,2020,9,19
2020-09-20,30.0,25.0,27.5,-0.2,0,17,4.826,0,0.0,2020,9,20
2020-09-21,27.22222222222222,23.88888888888889,25.555555555555557,-3.7,0,13,41.65599999999999,0,0.0,2020,9,21
2020-09-22,30.0,24.444444444444443,27.22222222222222,-0.7,0,16,2.2859999999999996,0,0.0,2020,9,22
2020-09-23,30.0,23.88888888888889,26.944444444444443,-1.2,0,16,0.254,0,0.0,2020,9,23
2020-09-24,31.11111111111111,25.555555555555557,28.333333333333332,1.3,0,18,2.032,0,0.0,2020,9,24
2020-09-25,32.22222222222222,26.11111111111111,29.166666666666668,2.7,0,20,0.254,0,0.0,2020,9,25
2020-09-26,32.22222222222222,25.0,28.61111111111111,1.7,0,19,1.778,0,0.0,2020,9,26
2020-09-27,30.555555555555557,26.11111111111111,28.333333333333332,1.2,0,18,7.619999999999999,0,0.0,2020,9,27
2020-09-28,32.22222222222222,26.11111111111111,29.166666666666668,2.7,0,20,4.826,0,0.0,2020,9,28
2020-09-29,31.11111111111111,25.0,28.055555555555557,0.7,0,18,17.272000000000002,0,0.0,2020,9,29
2020-09-30,31.11111111111111,24.444444444444443,27.77777777777778,0.2,0,17,20.827999999999996,0,0.0,2020,9,30
2020-10-01,30.0,25.0,27.5,-1.3,0,17,4.3180000000000005,0,0.0,2020,10,1
2020-10-02,31.11111111111111,23.88888888888889,27.5,0.7,0,17,2.54,0,0.0,2020,10,2
2020-10-03,31.11111111111111,25.0,28.055555555555557,0.7,0,18,36.321999999999996,0,0.0,2020,10,3
2020-10-04,31.11111111111111,25.0,28.055555555555557,0.6,0,18,3.0479999999999996,0,0.0,2020,10,4
2020-10-05,31.666666666666668,26.11111111111111,28.61111111111111,1.6,0,19,1.27,0,0.0,2020,10,5
2020-10-06,31.11111111111111,24.444444444444443,27.77777777777778,0.1,0,17,22.605999999999998,0,0.0,2020,10,6
2020-10-07,31.11111111111111,23.88888888888889,27.5,-0.4,0,17,30.479999999999997,0,0.0,2020,10,7
2020-10-08,31.11111111111111,26.11111111111111,28.61111111111111,1.6,0,19,2.032,0,0.0,2020,10,8
2020-10-09,27.77777777777778,26.11111111111111,26.944444444444443,-1.5,0,16,45.466,0,0.0,2020,10,9
2020-10-10,30.0,26.11111111111111,28.055555555555557,0.5,0,18,9.906,0,0.0,2020,10,10
2020-10-11,30.555555555555557,25.0,27.77777777777778,0.0,0,17,79.248,0,0.0,2020,10,11
2020-10-12,31.11111111111111,25.0,28.055555555555557,0.5,0,18,24.383999999999997,0,0.0,2020,10,12
2020-10-13,31.666666666666668,26.11111111111111,28.61111111111111,1.5,0,19,0.0,0,0.0,2020,10,13
2020-10-14,32.22222222222222,24.444444444444443,28.333333333333332,0.9,0,18,7.365999999999999,0,0.0,2020,10,14
2020-10-15,31.11111111111111,25.555555555555557,28.333333333333332,0.9,0,18,4.571999999999999,0,0.0,2020,10,15
2020-10-16,31.11111111111111,25.555555555555557,28.333333333333332,0.9,0,18,2.794,0,0.0,2020,10,16
2020-10-17,28.88888888888889,23.88888888888889,26.38888888888889,-2.6,0,15,13.97,0,0.0,2020,10,17
2020-10-18,30.555555555555557,25.0,27.77777777777778,-0.1,0,17,0.7619999999999999,0,0.0,2020,10,18
2020-10-19,30.555555555555557,24.444444444444443,27.5,-0.7,0,17,11.176,0,0.0,2020,10,19
2020-10-20,30.555555555555557,23.88888888888889,27.22222222222222,-1.2,0,16,12.7,0,0.0,2020,10,20
2020-10-21,30.555555555555557,25.0,27.77777777777778,-0.2,0,17,14.477999999999998,0,0.0,2020,10,21
2020-10-22,30.0,23.88888888888889,26.944444444444443,-1.7,0,16,22.352,0,0.0,2020,10,22
2020-10-23,29.444444444444443,24.444444444444443,26.944444444444443,-1.7,0,16,5.588,0,0.0,2020,10,23
2020-10-24,31.666666666666668,23.88888888888889,27.77777777777778,-0.3,0,17,13.97,0,0.0,2020,10,24
2020-10-25,30.0,23.333333333333332,26.666666666666668,-2.3,0,15,7.365999999999999,0,0.0,2020,10,25
2020-10-26,28.333333333333332,23.88888888888889,26.11111111111111,-3.3,0,14,12.953999999999999,0,0.0,2020,10,26
2020-10-27,30.0,23.333333333333332,26.666666666666668,-2.3,0,15,11.176,0,0.0,2020,10,27
2020-10-28,30.0,24.444444444444443,27.22222222222222,-1.3,0,16,0.0,0,0.0,2020,10,28
2020-10-29,31.11111111111111,23.88888888888889,27.5,-0.9,0,17,10.413999999999998,0,0.0,2020,10,29
2020-10-30,29.444444444444443,23.88888888888889,26.666666666666668,-2.4,0,15,9.906,0,0.0,2020,10,30
2020-10-31,30.555555555555557,24.444444444444443,27.5,-0.9,0,17,2.2859999999999996,0,0.0,2020,10,31
2020-11-01,30.555555555555557,25.555555555555557,28.055555555555557,0.1,0,18,0.508,0,0.0,2020,11,1
2020-11-02,31.666666666666668,26.11111111111111,28.88888888888889,1.6,0,19,4.3180000000000005,0,0.0,2020,11,2
2020-11-03,31.11111111111111,26.666666666666668,28.88888888888889,1.6,0,19,0.254,0,0.0,2020,11,3
2020-11-04,31.11111111111111,25.0,28.333333333333332,0.6,0,18,3.0479999999999996,0,0.0,2020,11,4
2020-11-05,30.555555555555557,25.0,27.77777777777778,-0.5,0,17,15.493999999999998,0,0.0,2020,11,5
2020-11-06,31.11111111111111,25.555555555555557,28.333333333333332,0.5,0,18,3.8099999999999996,0,0.0,2020,11,6
2020-11-07,30.555555555555557,25.555555555555557,28.055555555555557,0.0,0,18,10.413999999999998,0,0.0,2020,11,7
2020-11-08,31.11111111111111,23.88888888888889,27.5,-1.0,0,17,2.2859999999999996,0,0.0,2020,11,8
2020-11-09,31.11111111111111,26.11111111111111,28.61111111111111,1.0,0,19,1.5239999999999998,0,0.0,2020,11,9
2020-11-10,31.11111111111111,26.666666666666668,28.88888888888889,1.5,0,19,0.508,0,0.0,2020,11,10
2020-11-11,29.444444444444443,25.0,27.22222222222222,-1.5,0,16,19.558,0,0.0,2020,11,11
2020-11-12,31.11111111111111,25.0,28.055555555555557,0.0,0,18,4.571999999999999,0,0.0,2020,11,12
2020-11-13,31.11111111111111,25.555555555555557,28.333333333333332,0.5,0,18,7.365999999999999,0,0.0,2020,11,13
2020-11-14,31.11111111111111,26.666666666666668,28.88888888888889,1.5,0,19,1.016,0,0.0,2020,11,14
2020-11-15,30.0,25.0,27.5,-1.0,0,17,14.477999999999998,0,0.0,2020,11,15
2020-11-16,31.11111111111111,25.555555555555557,28.333333333333332,0.5,0,18,0.0,0,0.0,2020,11,16
2020-11-17,30.0,25.0,27.5,-1.0,0,17,9.652,0,0.0,2020,11,17
2020-11-18,30.0,25.0,27.5,-1.0,0,17,9.398,0,0.0,2020,11,18
2020-11-19,30.0,25.555555555555557,27.77777777777778,-0.5,0,17,0.0,0,0.0,2020,11,19
2020-11-20,31.11111111111111,22.77777777777778,26.944444444444443,-2.0,0,16,0.254,0,0.0,2020,11,20
2020-11-21,31.666666666666668,25.0,28.333333333333332,0.5,0,18,0.7619999999999999,0,0.0,2020,11,21
2020-11-22,31.11111111111111,25.555555555555557,28.333333333333332,0.5,0,18,0.508,0,0.0,2020,11,22
2020-11-23,29.444444444444443,23.333333333333332,26.38888888888889,-2.9,0,15,27.432,0,0.0,2020,11,23
2020-11-24,30.555555555555557,23.88888888888889,27.22222222222222,-1.4,0,16,29.463999999999995,0,0.0,2020,11,24
2020-11-25,30.555555555555557,23.88888888888889,27.22222222222222,-1.4,0,16,24.383999999999997,0,0.0,2020,11,25
2020-11-26,30.555555555555557,26.11111111111111,28.333333333333332,0.6,0,18,2.2859999999999996,0,0.0,2020,11,26
2020-11-27,31.11111111111111,23.88888888888889,27.5,-0.9,0,17,16.002,0,0.0,2020,11,27
2020-11-28,28.88888888888889,23.333333333333332,26.11111111111111,-3.4,0,14,32.257999999999996,0,0.0,2020,11,28
2020-11-29,30.555555555555557,25.0,27.77777777777778,-0.3,0,17,11.176,0,0.0,2020,11,29
2020-11-30,30.0,23.88888888888889,26.944444444444443,-1.8,0,16,9.652,0,0.0,2020,11,30
2020-12-01,30.0,25.555555555555557,27.77777777777778,-0.3,0,17,2.032,0,0.0,2020,12,1
2020-12-02,29.444444444444443,23.88888888888889,26.666666666666668,-2.3,0,15,36.83,0,0.0,2020,12,2
2020-12-03,29.444444444444443,23.333333333333332,26.38888888888889,-2.8,0,15,29.971999999999998,0,0.0,2020,12,3
2020-12-04,30.0,25.0,27.5,-0.7,0,17,13.462,0,0.0,2020,12,4
2020-12-05,30.555555555555557,25.555555555555557,28.055555555555557,0.3,0,18,3.0479999999999996,0,0.0,2020,12,5
2020-12-06,30.0,26.666666666666668,28.333333333333332,0.8,0,18,2.2859999999999996,0,0.0,2020,12,6
2020-12-07,30.0,25.555555555555557,27.77777777777778,-0.1,0,17,19.558,0,0.0,2020,12,7
2020-12-08,30.0,25.0,27.5,-0.6,0,17,13.462,0,0.0,2020,12,8
2020-12-09,30.0,24.444444444444443,27.22222222222222,-1.1,0,16,30.733999999999998,0,0.0,2020,12,9
2020-12-10,29.444444444444443,23.88888888888889,26.666666666666668,-2.1,0,15,2.2859999999999996,0,0.0,2020,12,10
2020-12-11,30.555555555555557,23.88888888888889,27.22222222222222,-1.0,0,16,0.0,0,0.0,2020,12,11
2020-12-12,29.444444444444443,22.77777777777778,26.11111111111111,-3.0,0,14,2.2859999999999996,0,0.0,2020,12,12
2020-12-13,30.0,25.0,27.5,-0.4,0,17,2.2859999999999996,0,0.0,2020,12,13
2020-12-14,30.555555555555557,25.0,27.77777777777778,0.1,0,17,17.779999999999998,0,0.0,2020,12,14
2020-12-15,30.0,25.0,27.5,-0.4,0,17,0.0,0,0.0,2020,12,15
2020-12-16,30.555555555555557,25.555555555555557,28.055555555555557,0.7,0,18,0.0,0,0.0,2020,12,16
2020-12-17,30.555555555555557,25.555555555555557,28.055555555555557,0.7,0,18,0.508,0,0.0,2020,12,17
2020-12-18,30.0,25.0,27.5,-0.3,0,17,2.032,0,0.0,2020,12,18
2020-12-19,30.555555555555557,25.0,27.77777777777778,0.3,0,17,0.254,0,0.0,2020,12,19
2020-12-20,31.11111111111111,25.555555555555557,28.055555555555557,0.8,0,18,2.2859999999999996,0,0.0,2020,12,20
2020-12-21,30.555555555555557,25.555555555555557,28.055555555555557,0.9,0,18,0.0,0,0.0,2020,12,21
2020-12-22,30.555555555555557,26.666666666666668,28.61111111111111,1.9,0,19,0.0,0,0.0,2020,12,22
2020-12-23,28.88888888888889,21.666666666666668,25.27777777777778,-4.0,0,13,11.43,0,0.0,2020,12,23
2020-12-24,30.555555555555557,25.0,27.77777777777778,0.5,0,17,1.016,0,0.0,2020,12,24
2020-12-25,29.444444444444443,25.0,27.22222222222222,-0.4,0,16,0.7619999999999999,0,0.0,2020,12,25
2020-12-26,30.555555555555557,25.555555555555557,28.055555555555557,1.1,0,18,1.016,0,0.0,2020,12,26
2020-12-27,30.0,24.444444444444443,27.22222222222222,-0.4,0,16,3.556,0,0.0,2020,12,27
2020-12-28,29.444444444444443,25.555555555555557,27.5,0.2,0,17,2.2859999999999996,0,0.0,2020,12,28
2020-12-29,30.0,25.0,27.5,0.2,0,17,0.0,0,0.0,2020,12,29
2020-12-30,30.0,25.555555555555557,27.77777777777778,0.8,0,17,0.0,0,0.0,2020,12,30
2020-12-31,30.555555555555557,25.0,27.77777777777778,0.8,0,17,0.0,0,0.0,2020,12,31
2021-01-01,30.0,24.444444444444443,27.22222222222222,-0.1,0,16,1.5239999999999998,0,0.0,2021,1,1
2021-01-02,30.555555555555557,25.555555555555557,28.055555555555557,1.4,0,18,0.0,0,0.0,2021,1,2
2021-01-03,30.555555555555557,26.11111111111111,28.333333333333332,2.0,0,18,0.0,0,0.0,2021,1,3
2021-01-04,30.555555555555557,24.444444444444443,27.5,0.5,0,17,8.128,0,0.0,2021,1,4
2021-01-05,30.555555555555557,25.0,27.77777777777778,1.0,0,17,8.636000000000001,0,0.0,2021,1,5
2021-01-06,29.444444444444443,25.555555555555557,27.5,0.6,0,17,0.254,0,0.0,2021,1,6
2021-01-07,29.444444444444443,25.0,27.22222222222222,0.1,0,16,2.2859999999999996,0,0.0,2021,1,7
2021-01-08,30.555555555555557,25.0,27.77777777777778,1.2,0,17,2.2859999999999996,0,0.0,2021,1,8
2021-01-09,29.444444444444443,25.0,27.22222222222222,-0.2,0,16,8.382,0,0.0,2021,1,9
2021-01-10,30.0,23.88888888888889,26.944444444444443,-0.3,0,16,0.0,0,0.0,2021,1,10
2021-01-11,30.0,24.444444444444443,26.944444444444443,-0.2,0,16,0.0,0,0.0,2021,1,11
2021-01-12,30.0,25.0,27.5,0.8,0,17,0.0,0,0.0,2021,1,12
2021-01-13,30.0,24.444444444444443,27.22222222222222,0.3,0,16,3.8099999999999996,0,0.0,2021,1,13
2021-01-14,29.444444444444443,24.444444444444443,26.944444444444443,-0.1,0,16,5.334,0,0.0,2021,1,14
2021-01-15,30.0,24.444444444444443,27.22222222222222,0.4,0,16,0.254,0,0.0,2021,1,15
2021-01-16,30.0,24.444444444444443,27.22222222222222,0.4,0,16,2.794,0,0.0,2021,1,16
2021-01-17,30.0,25.555555555555557,27.77777777777778,1.4,0,17,0.0,0,0.0,2021,1,17
2021-01-18,30.0,25.555555555555557,27.77777777777778,1.4,0,17,0.0,0,0.0,2021,1,18
2021-01-19,30.555555555555557,26.11111111111111,28.333333333333332,2.5,0,18,0.0,0,0.0,2021,1,19
2021-01-20,31.666666666666668,25.555555555555557,28.61111111111111,3.0,0,19,0.0,0,0.0,2021,1,20
2021-01-21,27.22222222222222,21.11111111111111,24.166666666666668,-5.0,0,11,48.00599999999999,0,0.0,2021,1,21
2021-01-22,30.0,24.444444444444443,26.944444444444443,0.0,0,16,0.508,0,0.0,2021,1,22
2021-01-23,30.0,25.0,27.5,1.1,0,17,5.334,0,0.0,2021,1,23
2021-01-24,29.444444444444443,23.88888888888889,26.666666666666668,-0.4,0,15,0.0,0,0.0,2021,1,24
2021-01-25,30.0,22.77777777777778,26.38888888888889,-0.9,0,15,0.0,0,0.0,2021,1,25
2021-01-26,31.11111111111111,22.77777777777778,26.944444444444443,-0.1,0,16,0.254,0,0.0,2021,1,26
2021-01-27,30.0,23.333333333333332,26.38888888888889,-0.9,0,15,1.016,0,0.0,2021,1,27
2021-01-28,30.0,21.666666666666668,25.833333333333332,-1.9,0,14,0.0,0,0.0,2021,1,28
2021-01-29,30.555555555555557,22.22222222222222,26.38888888888889,-0.9,0,15,0.0,0,0.0,2021,1,29
2021-01-30,31.666666666666668,25.0,28.333333333333332,2.9,0,18,3.8099999999999996,0,0.0,2021,1,30
2021-01-31,30.0,22.22222222222222,26.11111111111111,-1.9,0,14,1.778,0,0.0,2021,1,31
2021-02-01,30.0,23.88888888888889,26.944444444444443,0.1,0,16,0.254,0,0.0,2021,2,1
2021-02-02,30.0,24.444444444444443,27.22222222222222,0.6,0,16,0.254,0,0.0,2021,2,2
2021-02-03,29.444444444444443,23.88888888888889,26.666666666666668,-0.4,0,15,8.128,0,0.0,2021,2,3
2021-02-04,30.0,25.0,27.5,1.1,0,17,0.0,0,0.0,2021,2,4
2021-02-05,30.555555555555557,23.88888888888889,27.22222222222222,0.6,0,16,1.5239999999999998,0,0.0,2021,2,5
2021-02-06,30.555555555555557,25.555555555555557,28.055555555555557,2.1,0,18,7.365999999999999,0,0.0,2021,2,6
2021-02-07,29.444444444444443,25.0,27.22222222222222,0.6,0,16,0.254,0,0.0,2021,2,7
2021-02-08,29.444444444444443,24.444444444444443,26.944444444444443,0.1,0,16,0.0,0,0.0,2021,2,8
2021-02-09,30.555555555555557,25.0,27.77777777777778,1.6,0,17,1.016,0,0.0,2021,2,9
2021-02-10,30.555555555555557,25.0,27.77777777777778,1.6,0,17,0.0,0,0.0,2021,2,10
2021-02-11,29.444444444444443,24.444444444444443,26.944444444444443,0.1,0,16,0.0,0,0.0,2021,2,11
2021-02-12,30.0,25.0,27.5,1.1,0,17,0.0,0,0.0,2021,2,12
2021-02-13,30.555555555555557,24.444444444444443,27.5,1.0,0,17,0.508,0,0.0,2021,2,13
2021-02-14,30.0,24.444444444444443,27.22222222222222,0.5,0,16,0.0,0,0.0,2021,2,14
2021-02-15,30.0,25.555555555555557,27.77777777777778,1.5,0,17,0.0,0,0.0,2021,2,15
2021-02-16,30.0,25.0,27.5,1.0,0,17,0.0,0,0.0,2021,2,16
2021-02-17,30.0,25.0,27.5,1.0,0,17,0.0,0,0.0,2021,2,17
2021-02-18,30.0,24.444444444444443,27.22222222222222,0.5,0,16,0.7619999999999999,0,0.0,2021,2,18
2021-02-19,30.555555555555557,25.0,27.77777777777778,1.5,0,17,0.7619999999999999,0,0.0,2021,2,19
2021-02-20,30.555555555555557,25.0,27.77777777777778,1.4,0,17,0.254,0,0.0,2021,2,20
2021-02-21,31.11111111111111,24.444444444444443,27.77777777777778,1.4,0,17,0.0,0,0.0,2021,2,21
2021-02-22,30.555555555555557,23.333333333333332,26.944444444444443,-0.1,0,16,3.8099999999999996,0,0.0,2021,2,22
2021-02-23,30.555555555555557,23.88888888888889,27.22222222222222,0.4,0,16,0.0,0,0.0,2021,2,23
2021-02-24,30.555555555555557,25.555555555555557,28.055555555555557,1.9,0,18,0.0,0,0.0,2021,2,24
2021-02-25,30.555555555555557,25.555555555555557,28.055555555555557,1.8,0,18,0.7619999999999999,0,0.0,2021,2,25
2021-02-26,30.555555555555557,25.0,27.5,0.8,0,17,0.0,0,0.0,2021,2,26
2021-02-27,30.555555555555557,23.88888888888889,27.22222222222222,0.3,0,16,0.0,0,0.0,2021,2,27
2021-02-28,31.11111111111111,24.444444444444443,27.77777777777778,1.3,0,17,0.0,0,0.0,2021,2,28
2021-03-01,31.11111111111111,25.0,28.055555555555557,1.8,0,18,0.0,0,0.0,2021,3,1
2021-03-02,31.11111111111111,24.444444444444443,27.77777777777778,1.2,0,17,0.254,0,0.0,2021,3,2
2021-03-03,32.22222222222222,25.0,28.61111111111111,2.7,0,19,0.0,0,0.0,2021,3,3
2021-03-04,32.22222222222222,24.444444444444443,28.333333333333332,2.2,0,18,0.0,0,0.0,2021,3,4
2021-03-05,31.11111111111111,25.0,28.055555555555557,1.6,0,18,0.254,0,0.0,2021,3,5
2021-03-06,31.11111111111111,25.0,28.333333333333332,2.1,0,18,2.54,0,0.0,2021,3,6
2021-03-07,31.666666666666668,25.555555555555557,28.61111111111111,2.6,0,19,0.254,0,0.0,2021,3,7
2021-03-08,31.11111111111111,25.0,28.055555555555557,1.6,0,18,2.794,0,0.0,2021,3,8
2021-03-09,26.666666666666668,22.77777777777778,24.72222222222222,-4.5,0,12,17.525999999999996,0,0.0,2021,3,9
2021-03-10,28.333333333333332,23.88888888888889,26.11111111111111,-2.0,0,14,5.08,0,0.0,2021,3,10
2021-03-11,28.88888888888889,23.333333333333332,26.11111111111111,-2.0,0,14,0.0,0,0.0,2021,3,11
2021-03-12,27.22222222222222,22.77777777777778,25.0,-4.1,0,12,12.953999999999999,0,0.0,2021,3,12
2021-03-13,29.444444444444443,23.88888888888889,26.666666666666668,-1.1,0,15,5.08,0,0.0,2021,3,13
2021-03-14,30.0,24.444444444444443,27.22222222222222,-0.1,0,16,3.8099999999999996,0,0.0,2021,3,14
2021-03-15,30.0,24.444444444444443,27.22222222222222,0.2,0,16,1.016,0,0.0,2021,3,15
2021-03-16,30.555555555555557,24.444444444444443,27.5,0.3,0,17,0.0,0,0.0,2021,3,16
2021-03-17,30.555555555555557,24.444444444444443,27.5,0.7,0,17,1.016,0,0.0,2021,3,17
2021-03-18,30.0,25.555555555555557,27.77777777777778,0.7,0,17,1.016,0,0.0,2021,3,18
2021-03-19,30.555555555555557,25.0,27.77777777777778,0.7,0,17,0.0,0,0.0,2021,3,19
2021-03-20,30.0,24.444444444444443,27.22222222222222,0.4,0,16,3.8099999999999996,0,0.0,2021,3,20
2021-03-21,30.0,25.0,27.5,0.1,0,17,0.0,0,0.0,2021,3,21
2021-03-22,30.0,25.555555555555557,27.77777777777778,0.5,0,17,1.016,0,0.0,2021,3,22
2021-03-23,30.555555555555557,24.444444444444443,27.5,0.0,0,17,3.0479999999999996,0,0.0,2021,3,23
2021-03-24,30.555555555555557,24.444444444444443,27.5,0.0,0,17,2.794,0,0.0,2021,3,24
2021-03-25,30.555555555555557,24.444444444444443,27.77777777777778,0.4,0,17,1.016,0,0.0,2021,3,25
2021-03-26,31.11111111111111,25.0,28.055555555555557,0.9,0,18,0.0,0,0.0,2021,3,26
2021-03-27,31.11111111111111,25.0,28.055555555555557,0.8,0,18,0.0,0,0.0,2021,3,27
2021-03-28,30.555555555555557,24.444444444444443,27.5,-0.2,0,17,0.0,0,0.0,2021,3,28
2021-03-29,30.555555555555557,25.0,28.055555555555557,0.7,0,18,0.0,0,0.0,2021,3,29
2021-03-30,31.666666666666668,23.88888888888889,27.77777777777778,0.2,0,17,0.7619999999999999,0,0.0,2021,3,30
2021-03-31,30.555555555555557,25.0,27.77777777777778,0.1,0,17,0.254,0,0.0,2021,3,31
2021-04-01,31.11111111111111,24.444444444444443,28.055555555555557,0.6,0,18,1.778,0,0.0,2021,4,1
2021-04-02,28.88888888888889,25.0,26.666666666666668,-2.0,0,15,20.574,0,0.0,2021,4,2
2021-04-03,29.444444444444443,23.88888888888889,26.666666666666668,-2.0,0,15,0.0,0,0.0,2021,4,3
2021-04-04,30.555555555555557,23.88888888888889,27.22222222222222,-1.1,0,16,0.0,0,0.0,2021,4,4
2021-04-05,30.555555555555557,25.555555555555557,28.055555555555557,0.4,0,18,3.8099999999999996,0,0.0,2021,4,5
2021-04-06,31.666666666666668,25.0,28.333333333333332,0.9,0,18,0.254,0,0.0,2021,4,6
2021-04-07,31.11111111111111,24.444444444444443,28.055555555555557,0.3,0,18,0.508,0,0.0,2021,4,7
2021-04-08,31.666666666666668,24.444444444444443,28.055555555555557,0.3,0,18,0.0,0,0.0,2021,4,8
2021-04-09,31.11111111111111,26.11111111111111,28.61111111111111,1.2,0,19,0.0,0,0.0,2021,4,9
2021-04-10,32.22222222222222,26.666666666666668,29.444444444444443,2.7,0,20,1.016,0,0.0,2021,4,10
2021-04-11,31.11111111111111,26.11111111111111,29.166666666666668,2.1,0,20,0.0,0,0.0,2021,4,11
2021-04-12,32.22222222222222,26.11111111111111,29.166666666666668,2.1,0,20,0.7619999999999999,0,0.0,2021,4,12
2021-04-13,31.11111111111111,25.555555555555557,28.333333333333332,0.6,0,18,2.794,0,0.0,2021,4,13
2021-04-14,30.555555555555557,26.666666666666668,28.61111111111111,1.0,0,19,1.27,0,0.0,2021,4,14
2021-04-15,31.11111111111111,26.11111111111111,28.61111111111111,1.0,0,19,0.0,0,0.0,2021,4,15
2021-04-16,31.11111111111111,26.11111111111111,28.88888888888889,1.4,0,19,0.0,0,0.0,2021,4,16
2021-04-17,31.666666666666668,26.11111111111111,28.88888888888889,1.4,0,19,0.508,0,0.0,2021,4,17
2021-04-18,32.22222222222222,25.0,28.61111111111111,0.9,0,19,0.0,0,0.0,2021,4,18
2021-04-19,31.666666666666668,24.444444444444443,28.055555555555557,-0.2,0,18,2.794,0,0.0,2021,4,19
2021-04-20,31.666666666666668,23.88888888888889,27.77777777777778,-0.7,0,17,0.254,0,0.0,2021,4,20
2021-04-21,32.77777777777778,23.88888888888889,28.333333333333332,0.3,0,18,0.0,0,0.0,2021,4,21
2021-04-22,32.22222222222222,22.77777777777778,27.5,-1.3,0,17,0.0,0,0.0,2021,4,22
2021-04-23,31.666666666666668,22.77777777777778,27.22222222222222,-2.8,0,16,0.0,0,0.0,2021,4,23
2021-04-24,31.666666666666668,22.77777777777778,27.5,-1.3,0,17,0.0,0,0.0,2021,4,24
2021-04-25,32.22222222222222,25.555555555555557,28.88888888888889,1.2,0,19,0.7619999999999999,0,0.0,2021,4,25
2021-04-26,29.444444444444443,25.0,27.22222222222222,-1.9,0,16,20.827999999999996,0,0.0,2021,4,26
2021-04-27,30.555555555555557,23.88888888888889,27.22222222222222,-1.9,0,16,14.224,0,0.0,2021,4,27
2021-04-28,31.666666666666668,26.11111111111111,28.88888888888889,1.1,0,19,1.778,0,0.0,2021,4,28
2021-04-29,31.11111111111111,25.555555555555557,28.333333333333332,0.1,0,18,2.54,0,0.0,2021,4,29
2021-04-30,31.666666666666668,25.555555555555557,28.61111111111111,0.6,0,19,0.254,0,0.0,2021,4,30
2021-05-01,31.666666666666668,26.11111111111111,28.88888888888889,1.0,0,19,1.016,0,0.0,2021,5,1
2021-05-02,31.666666666666668,26.11111111111111,28.88888888888889,1.0,0,19,5.588,0,0.0,2021,5,2
2021-05-03,31.666666666666668,24.444444444444443,28.055555555555557,-0.5,0,18,18.796,0,0.0,2021,5,3
2021-05-04,31.666666666666668,25.555555555555557,28.61111111111111,0.5,0,18,3.302,0,0.0,2021,5,4
2021-05-05,31.666666666666668,25.555555555555557,28.61111111111111,0.5,0,18,0.508,0,0.0,2021,5,5
2021-05-06,31.11111111111111,25.555555555555557,28.333333333333332,-0.1,0,18,7.619999999999999,0,0.0,2021,5,6
2021-05-07,30.0,25.0,27.5,-1.6,0,17,17.018,0,0.0,2021,5,7
2021-05-08,30.555555555555557,25.555555555555557,28.055555555555557,-0.6,0,18,10.16,0,0.0,2021,5,8
2021-05-09,30.555555555555557,26.11111111111111,28.333333333333332,-0.1,0,18,0.508,0,0.0,2021,5,9
2021-05-10,31.11111111111111,25.555555555555557,28.333333333333332,-0.1,0,18,1.016,0,0.0,2021,5,10
2021-05-11,31.11111111111111,26.11111111111111,28.61111111111111,0.4,0,19,0.0,0,0.0,2021,5,11
2021-05-12,31.666666666666668,26.11111111111111,28.88888888888889,0.9,0,19,0.0,0,0.0,2021,5,12
2021-05-13,30.555555555555557,26.11111111111111,28.333333333333332,-0.2,0,18,6.604,0,0.0,2021,5,13
2021-05-14,31.11111111111111,25.0,28.055555555555557,-0.7,0,18,0.7619999999999999,0,0.0,2021,5,14
