Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2020-01-01,86,76,80.5,-0.6,0,16,T,0,0
2020-01-02,85,76,80.5,-0.6,0,16,0.03,0,0
2020-01-03,86,75,80.5,-0.5,0,16,0.11,0,0
2020-01-04,86,75,80.5,-0.5,0,16,0.02,0,0
2020-01-05,88,75,81.5,0.5,0,17,0,0,0
2020-01-06,88,74,81,0.1,0,16,0.06,0,0
2020-01-07,86,75,80.5,-0.4,0,16,T,0,0
2020-01-08,86,75,80.5,-0.3,0,16,T,0,0
2020-01-09,87,77,82,1.2,0,17,0.25,0,0
2020-01-10,87,77,82,1.2,0,17,0.07,0,0
2020-01-11,85,77,81,0.3,0,16,0.07,0,0
2020-01-12,84,76,80,-0.7,0,15,0.2,0,0
2020-01-13,85,76,80.5,-0.2,0,16,0.05,0,0
2020-01-14,86,73,79.5,-1.1,0,15,0.02,0,0
2020-01-15,83,72,77.5,-3.1,0,13,0.07,0,0
2020-01-16,87,75,81,0.4,0,16,0.01,0,0
2020-01-17,87,73,80,-0.6,0,15,0.03,0,0
2020-01-18,86,73,79.5,-1,0,15,0.07,0,0
2020-01-19,85,75,80,-0.5,0,15,0.21,0,0
2020-01-20,87,75,81,0.5,0,16,T,0,0
2020-01-21,87,75,81,0.5,0,16,0.24,0,0
2020-01-22,83,75,79,-1.5,0,14,0.26,0,0
2020-01-23,85,76,80.5,0.1,0,16,0.14,0,0
2020-01-24,87,75,81,0.6,0,16,0,0,0
2020-01-25,86,76,81,0.6,0,16,T,0,0
2020-01-26,84,75,79.5,-0.9,0,15,0.27,0,0
2020-01-27,85,75,80,-0.4,0,15,0.25,0,0
2020-01-28,85,76,80.5,0.1,0,16,0.1,0,0
2020-01-29,84,77,80.5,0.1,0,16,0.28,0,0
2020-01-30,84,77,80.5,0.1,0,16,0.15,0,0
2020-01-31,86,77,81.5,1.1,0,17,0.03,0,0
