Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2021-09-01,88,78,83,0.7,0,18,0.12,0,0
2021-09-02,88,78,83,1.2,0,18,0.39,0,0
2021-09-03,87,79,83,1.2,0,18,0.2,0,0
2021-09-04,86,77,81.5,-0.3,0,17,0.68,0,0
2021-09-05,87,78,82.5,0.2,0,18,0.14,0,0
2021-09-06,88,77,82.5,1.2,0,18,0.06,0,0
2021-09-07,88,78,83,1.2,0,18,0.08,0,0
2021-09-08,84,78,81,-0.7,0,16,0.36,0,0
2021-09-09,88,80,84,2.3,0,19,0,0,0
2021-09-10,90,79,84.5,2.8,0,20,0.03,0,0
2021-09-11,89,78,83.5,1.8,0,19,0.5,0,0
2021-09-12,88,80,84,2.3,0,19,0.06,0,0
2021-09-13,90,80,85,3.3,0,20,0.33,0,0
2021-09-14,89,79,84,2.3,0,19,0.03,0,0
2021-09-15,86,76,81,-0.7,0,16,0.57,0,0
2021-09-16,87,76,81.5,-0.2,0,17,0.07,0,0
2021-09-17,88,76,82,0.3,0,17,0.1,0,0
2021-09-18,88,79,83.5,1.8,0,19,T,0,0
2021-09-19,88,79,83.5,0.8,0,19,T,0,0
2021-09-20,88,78,83,2.3,0,18,0,0,0
2021-09-21,90,78,84,2.3,0,19,T,0,0
2021-09-22,90,76,83,1.3,0,18,T,0,0
2021-09-23,82,76,79,-2.7,0,14,3.97,0,0
2021-09-24,81,76,78.5,-3.2,0,14,1.41,0,0
2021-09-25,84,76,80,-1.8,0,15,0.71,0,0
2021-09-26,86,76,81,-0.8,0,16,T,0,0
2021-09-27,88,76,82,0.2,0,17,0,0,0
2021-09-28,88,77,82.5,0.7,0,18,0,0,0
2021-09-29,88,78,83,0.7,0,18,0,0,0
2021-09-30,90,78,84,2.2,0,19,0.5,0,0
